,Country,Year,Value,Resource,Metric,Price,Price_Production
29549,Argentina,1999,3.071188790007078,Oil,Reserves,17.24396759573849,52.95947997527735
29550,Brazil,1999,8.153311842,Oil,Reserves,17.24396759573849,140.59544520765277
29551,Colombia,1999,2.2892,Oil,Reserves,17.24396759573849,39.47489062016455
29552,Ecuador,1999,2.587526941184082,Oil,Reserves,17.24396759573849,44.61923072687865
29553,Peru,1999,0.8906,Oil,Reserves,17.24396759573849,15.357477540764698
29554,Trinidad & Tobago,1999,0.82097,Oil,Reserves,17.24396759573849,14.156780077073428
29555,Venezuela,1999,76.848,Oil,Reserves,17.24396759573849,1325.1644217973114
29556,Other S. & Cent. America,1999,1.277356,Oil,Reserves,17.24396759573849,22.026685472222134
29557,Total S. & Cent. America,1999,95.93815357355383,Oil,Reserves,17.24396759573849,1654.354411417345
29558,Denmark,1999,0.905732747,Oil,Reserves,17.24396759573849,15.618426141639917
29559,Italy,1999,0.635796,Oil,Reserves,17.24396759573849,10.963645621500149
29560,Norway,1999,10.93795833,Oil,Reserves,17.24396759573849,188.61379893185537
29561,Romania,1999,1.2253000000000005,Oil,Reserves,17.24396759573849,21.12903349505838
29562,United Kingdom,1999,4.9875,Oil,Reserves,17.24396759573849,86.00428838374572
29563,Other Europe,1999,2.040868594869867,Oil,Reserves,17.24396759573849,35.19267191709633
29564,Total Europe,1999,20.733155667681174,Oil,Reserves,17.24396759573849,357.52186449089595
29565,Azerbaijan,1999,1.178,Oil,Reserves,17.24396759573849,20.31339382777994
29566,Kazakhstan,1999,5.4,Oil,Reserves,17.24396759573849,93.11742501698785
29567,Russian Federation,1999,112.1120226,Oil,Reserves,17.24396759573849,1933.2560848071012
29568,Turkmenistan,1999,0.546,Oil,Reserves,17.24396759573849,9.415206307273216
29569,Uzbekistan,1999,0.594,Oil,Reserves,17.24396759573849,10.242916751868663
29570,Other CIS,1999,0.25,Oil,Reserves,17.24396759573849,4.310991898934622
29571,Total CIS,1999,120.0800226,Oil,Reserves,17.24396759573849,2070.6560186099455
29572,Iran,1999,93.1,Oil,Reserves,17.24396759573849,1605.4133831632532
29573,Iraq,1999,112.5,Oil,Reserves,17.24396759573849,1939.9463545205801
29574,Kuwait,1999,96.5,Oil,Reserves,17.24396759573849,1664.0428729887642
29575,Oman,1999,5.743999999999999,Oil,Reserves,17.24396759573849,99.04934986992187
29576,Qatar,1999,13.102799999999998,Oil,Reserves,17.24396759573849,225.94425861344226
29577,Saudi Arabia,1999,262.784,Oil,Reserves,17.24396759573849,4531.438780678543
29578,Syria,1999,2.3,Oil,Reserves,17.24396759573849,39.66112547019852
29579,United Arab Emirates,1999,97.8,Oil,Reserves,17.24396759573849,1686.4600308632241
29580,Yemen,1999,1.85,Oil,Reserves,17.24396759573849,31.901340052116208
29581,Other Middle East,1999,0.15291,Oil,Reserves,17.24396759573849,2.636775085064372
29582,Total Middle East,1999,685.83371,Oil,Reserves,17.24396759573849,11826.494271305108
29583,Algeria,1999,11.314,Oil,Reserves,17.24396759573849,195.09824937818527
29584,Angola,1999,5.050000000000001,Oil,Reserves,17.24396759573849,87.08203635847939
29585,Chad,1999,0,Oil,Reserves,17.24396759573849,0
29586,Republic of Congo,1999,1.6999999999999995,Oil,Reserves,17.24396759573849,29.314744912755422
29587,Egypt,1999,3.767,Oil,Reserves,17.24396759573849,64.95802593314689
29588,Equatorial Guinea,1999,0.555,Oil,Reserves,17.24396759573849,9.570402015634862
29589,Gabon,1999,2.565,Oil,Reserves,17.24396759573849,44.230776883069225
29590,Libya,1999,29.5,Oil,Reserves,17.24396759573849,508.69704407428543
29591,Nigeria,1999,29,Oil,Reserves,17.24396759573849,500.0750602764162
29592,Sudan,1999,0.2621,Oil,Reserves,17.24396759573849,4.519643906843058
29593,Tunisia,1999,0.308,Oil,Reserves,17.24396759573849,5.311142019487455
29594,Other Africa,1999,0.698424,Oil,Reserves,17.24396759573849,12.04360082408606
29595,Total Africa,1999,84.719524,Oil,Reserves,17.24396759573849,1460.9007265823893
29596,Australia,1999,4.742517301,Oil,Reserves,17.24396759573849,81.77981465830902
29597,Brunei,1999,1.3,Oil,Reserves,17.24396759573849,22.417157874460038
29598,China,1999,15.1119,Oil,Reserves,17.24396759573849,260.5891139100405
29599,India,1999,4.9722096,Oil,Reserves,17.24396759573849,85.74062122161983
29600,Indonesia,1999,5.2,Oil,Reserves,17.24396759573849,89.66863149784015
29601,Malaysia,1999,2.1255300000000004,Oil,Reserves,17.24396759573849,36.65257044377004
29602,Thailand,1999,0.3584699999999999,Oil,Reserves,17.24396759573849,6.181445064044374
29603,Vietnam,1999,1.8,Oil,Reserves,17.24396759573849,31.039141672329283
29604,Other Asia Pacific,1999,1.417107,Oil,Reserves,17.24396759573849,24.43654718769418
29605,Total Asia Pacific,1999,37.0277339,Oil,Reserves,17.24396759573849,638.5050435301074
29606,Total World,1999,1280.2638801609762,Oil,Reserves,17.24396759573849,22076.82886
29607,                 Non-OECD,1999,1018.4095034246204,Oil,Reserves,17.24396759573849,17561.42047624628
29608,                 OPEC,1999,819.216,Oil,Reserves,17.24396759573849,14126.534157910502
29609,                 Non-OPEC ,1999,461.04788016097694,Oil,Reserves,17.24396759573849,7950.294705579809
29610,                 European Union#,1999,3.802530675,Oil,Reserves,17.24396759573849,65.57071575
29611,Canadian Oil Sands: Total,1999,175.15864959473478,Oil,Reserves,17.24396759573849,3020.430077724919
29612,Venezuela: Orinoco Belt,1999,0,Oil,Reserves,17.24396759573849,0
29613,Canada,2000,181.5036974565373,Oil,Reserves,25.98191505468866,4715.813649427662
29614,Mexico,2000,24.63128,Oil,Reserves,25.98191505468866,639.9678246482517
29615,US,2000,30.39,Oil,Reserves,25.98191505468866,789.5903985119884
29616,Total North America,2000,236.52497745653733,Oil,Reserves,25.98191505468866,6145.371872587903
29617,Argentina,2000,2.9737030132881475,Oil,Reserves,25.98191505468866,77.26249908912435
29618,Brazil,2000,8.464487649293162,Oil,Reserves,25.98191505468866,219.9235990853962
29619,Colombia,2000,1.9719,Oil,Reserves,25.98191505468866,51.23373829634057
29620,Ecuador,2000,2.668168025,Oil,Reserves,25.98191505468866,69.32411496983146
29621,Peru,2000,0.90562,Oil,Reserves,25.98191505468866,23.529741911827145
29622,Trinidad & Tobago,2000,0.8510699999999998,Oil,Reserves,25.98191505468866,22.11242844559387
29623,Venezuela,2000,76.848,Oil,Reserves,25.98191505468866,1996.658208122714
29624,Other S. & Cent. America,2000,1.327408,Oil,Reserves,25.98191505468866,34.48860189891416
29625,Total S. & Cent. America,2000,96.01035668729824,Oil,Reserves,25.98191505468866,2494.5329318197423
29626,Denmark,2000,1.113296502,Oil,Reserves,25.98191505468866,28.925575136849847
29627,Italy,2000,0.597951,Oil,Reserves,25.98191505468866,15.535912088866139
29628,Norway,2000,11.366245077766402,Oil,Reserves,25.98191505468866,295.31681410129977
29629,Romania,2000,1.1699000000000004,Oil,Reserves,25.98191505468866,30.396242422480274
29630,United Kingdom,2000,4.725,Oil,Reserves,25.98191505468866,122.7645486334039
29631,Other Europe,2000,2.0711899375155003,Oil,Reserves,25.98191505468866,53.81348101865364
29632,Total Europe,2000,21.043582516943346,Oil,Reserves,25.98191505468866,546.7525734015534
29633,Azerbaijan,2000,1.178,Oil,Reserves,25.98191505468866,30.60669593442324
29634,Kazakhstan,2000,5.4,Oil,Reserves,25.98191505468866,140.30234129531877
29635,Russian Federation,2000,112.1120226,Oil,Reserves,25.98191505468866,2912.885047802535
29636,Turkmenistan,2000,0.546,Oil,Reserves,25.98191505468866,14.18612561986001
29637,Uzbekistan,2000,0.594,Oil,Reserves,25.98191505468866,15.433257542485062
29638,Other CIS,2000,0.25,Oil,Reserves,25.98191505468866,6.495478763672165
29639,Total CIS,2000,120.0800226,Oil,Reserves,25.98191505468866,3119.9089469582946
29640,Iran,2000,99.53,Oil,Reserves,25.98191505468866,2585.980005393162
29641,Iraq,2000,112.5,Oil,Reserves,25.98191505468866,2922.9654436524743
29642,Kuwait,2000,96.5,Oil,Reserves,25.98191505468866,2507.2548027774556
29643,Oman,2000,5.848,Oil,Reserves,25.98191505468866,151.9422392398193
29644,Qatar,2000,16.8667,Oil,Reserves,25.98191505468866,438.2291666529173
29645,Saudi Arabia,2000,262.766,Oil,Reserves,25.98191505468866,6827.163891260321
29646,Syria,2000,2.325,Oil,Reserves,25.98191505468866,60.40795250215114
29647,United Arab Emirates,2000,97.8,Oil,Reserves,25.98191505468866,2541.031292348551
29648,Yemen,2000,2.4,Oil,Reserves,25.98191505468866,62.35659613125278
29649,Other Middle East,2000,0.15287,Oil,Reserves,25.98191505468866,3.9718553544102555
29650,Total Middle East,2000,696.68857,Oil,Reserves,25.98191505468866,18101.303245312516
29651,Algeria,2000,11.314,Oil,Reserves,25.98191505468866,293.9593869287475
29652,Angola,2000,5.972,Oil,Reserves,25.98191505468866,155.1639967066007
29653,Chad,2000,0.9000000000000001,Oil,Reserves,25.98191505468866,23.38372355
29654,Republic of Congo,2000,1.505913,Oil,Reserves,25.98191505468866,39.12650364575136
29655,Egypt,2000,3.6269,Oil,Reserves,25.98191505468866,94.23380771
29656,Equatorial Guinea,2000,0.7999999999999999,Oil,Reserves,25.98191505468866,20.785532043750926
29657,Gabon,2000,2.42,Oil,Reserves,25.98191505468866,62.87623443234656
29658,Libya,2000,36,Oil,Reserves,25.98191505468866,935.3489419687918
29659,Nigeria,2000,29,Oil,Reserves,25.98191505468866,753.4755365859711
29660,Sudan,2000,0.2621,Oil,Reserves,25.98191505468866,6.809859935833898
29661,Tunisia,2000,0.4251999999999999,Oil,Reserves,25.98191505468866,11.047510281253615
29662,Other Africa,2000,0.6783200000000001,Oil,Reserves,25.98191505468866,17.624052619896414
29663,Total Africa,2000,92.904433,Oil,Reserves,25.98191505468866,2413.835086410014
29664,Australia,2000,4.943791245,Oil,Reserves,25.98191505468866,128.44916416702813
29665,Brunei,2000,1.2299999999999998,Oil,Reserves,25.98191505468866,31.957755517267046
29666,China,2000,15.1903,Oil,Reserves,25.98191505468866,394.67308425523714
29667,India,2000,5.2899003,Oil,Reserves,25.98191505468866,137.44174024237205
29668,Indonesia,2000,5.12,Oil,Reserves,25.98191505468866,133.02740508000593
29669,Malaysia,2000,2.1255300000000004,Oil,Reserves,25.98191505468866,55.225339906192396
29670,Thailand,2000,0.515,Oil,Reserves,25.98191505468866,13.38068625316466
29671,Vietnam,2000,1.95,Oil,Reserves,25.98191505468866,50.66473435664289
29672,Other Asia Pacific,2000,1.3076120000000002,Oil,Reserves,25.98191505468866,33.97426390849155
29673,Total Asia Pacific,2000,37.672133544666096,Oil,Reserves,25.98191505468866,978.7941736864017
29674,Total World,2000,1300.9240758054448,Oil,Reserves,25.98191505468866,33800.49883017642
29675,                 Non-OECD,2000,1038.246446752498,Oil,Reserves,25.98191505468866,26975.630985355736
29676,                 OPEC,2000,832.955913,Oil,Reserves,25.98191505468866,21641.789775866637
29677,                 Non-OPEC ,2000,467.9681628054449,Oil,Reserves,25.98191505468866,12158.709054309782
29678,                 European Union#,2000,3.9291374391769502,Oil,Reserves,25.98191505468866,102.08651518289246
29679,Canadian Oil Sands: Total,2000,174.91334697572466,Oil,Reserves,25.98191505468866,4544.583723054562
29680,Venezuela: Orinoco Belt,2000,0,Oil,Reserves,25.98191505468866,0
29681,Canada,2001,180.94094808928503,Oil,Reserves,21.43844256043103,3879.092122
29682,Mexico,2001,23.66038,Oil,Reserves,21.43844256043103,507.24169758797115
29683,US,2001,30.439,Oil,Reserves,21.43844256043103,652.5647530969602
29684,Total North America,2001,235.04032808928503,Oil,Reserves,21.43844256043103,5038.898573127001
29685,Argentina,2001,2.878682842380805,Oil,Reserves,21.43844256043103,61.71447676607923
29686,Brazil,2001,8.485199996072662,Oil,Reserves,21.43844256043103,181.9094727295734
29687,Colombia,2001,1.8422,Oil,Reserves,21.43844256043103,39.493898884826045
29688,Ecuador,2001,3.422921818130056,Oil,Reserves,21.43844256043103,73.38211278682735
29689,Peru,2001,0.979376,Oil,Reserves,21.43844256043103,20.996296121064702
29690,Trinidad & Tobago,2001,0.96007,Oil,Reserves,21.43844256043103,20.58240554899302
29691,Venezuela,2001,77.685,Oil,Reserves,21.43844256043103,1665.4454103070848
29692,Other S. & Cent. America,2001,1.3706079999999998,Oil,Reserves,21.43844256043103,29.383700880867252
29693,Total S. & Cent. America,2001,97.62405865658351,Oil,Reserves,21.43844256043103,2092.9077740253156
29694,Denmark,2001,1.3460194991838998,Oil,Reserves,21.43844256043103,28.85656171847418
29695,Italy,2001,0.5676749999999999,Oil,Reserves,21.43844256043103,12.170067880492685
29696,Norway,2001,11.59697113,Oil,Reserves,21.43844256043103,248.62099953044677
29697,Romania,2001,1.154,Oil,Reserves,21.43844256043103,24.73996271473741
29698,United Kingdom,2001,4.5375,Oil,Reserves,21.43844256043103,97.27693311795579
29699,Other Europe,2001,1.974587896,Oil,Reserves,21.43844256043103,42.33208919380204
29700,Total Europe,2001,21.176753529374903,Oil,Reserves,21.43844256043103,453.99661415590896
29701,Azerbaijan,2001,1.178,Oil,Reserves,21.43844256043103,25.254485336187752
29702,Kazakhstan,2001,5.4,Oil,Reserves,21.43844256043103,115.76758982632758
29703,Russian Federation,2001,111.295177,Oil,Reserves,21.43844256043103,2385.995259367505
29704,Turkmenistan,2001,0.546,Oil,Reserves,21.43844256043103,11.705389637995344
29705,Uzbekistan,2001,0.594,Oil,Reserves,21.43844256043103,12.734434880896032
29706,Other CIS,2001,0.25,Oil,Reserves,21.43844256043103,5.359610640107758
29707,Total CIS,2001,119.263177,Oil,Reserves,21.43844256043103,2556.816769689019
29708,Iran,2001,99.08,Oil,Reserves,21.43844256043103,2124.1208888875067
29709,Iraq,2001,115,Oil,Reserves,21.43844256043103,2465.4208944495686
29710,Kuwait,2001,96.5,Oil,Reserves,21.43844256043103,2068.8097070815948
29711,Oman,2001,5.900000000000001,Oil,Reserves,21.43844256043103,126.48681110654312
29712,Qatar,2001,16.836100000000002,Oil,Reserves,21.43844256043103,360.93976279167293
29713,Saudi Arabia,2001,262.69700000000006,Oil,Reserves,21.43844256043103,5631.814545297552
29714,Syria,2001,2.325,Oil,Reserves,21.43844256043103,49.84437895300215
29715,United Arab Emirates,2001,97.8,Oil,Reserves,21.43844256043103,2096.679682410155
29716,Yemen,2001,2.4,Oil,Reserves,21.43844256043103,51.452262145034474
29717,Other Middle East,2001,0.12929,Oil,Reserves,21.43844256043103,2.771776238638128
29718,Total Middle East,2001,698.6673900000001,Oil,Reserves,21.43844256043103,14978.340709361268
29719,Algeria,2001,11.314,Oil,Reserves,21.43844256043103,242.5545391287167
29720,Angola,2001,6.5,Oil,Reserves,21.43844256043103,139.34987664280172
29721,Chad,2001,0.9000000000000001,Oil,Reserves,21.43844256043103,19.294598304387932
29722,Republic of Congo,2001,1.505913,Oil,Reserves,21.43844256043103,32.284429351506375
29723,Egypt,2001,3.668,Oil,Reserves,21.43844256043103,78.63620731166102
29724,Equatorial Guinea,2001,1.11,Oil,Reserves,21.43844256043103,23.796671242078446
29725,Gabon,2001,2.4,Oil,Reserves,21.43844256043103,51.452262145034474
29726,Libya,2001,36,Oil,Reserves,21.43844256043103,771.7839321755172
29727,Nigeria,2001,31.506,Oil,Reserves,21.43844256043103,675.4395713089401
29728,Sudan,2001,0.5629999999999998,Oil,Reserves,21.43844256043103,12.069843161522668
29729,Tunisia,2001,0.526,Oil,Reserves,21.43844256043103,11.276620786786722
29730,Other Africa,2001,0.614638,Oil,Reserves,21.43844256043103,13.176881458458208
29731,Total Africa,2001,96.60755100000002,Oil,Reserves,21.43844256043103,2071.1154330174118
29732,Australia,2001,4.956370866,Oil,Reserves,21.43844256043103,106.25687212223204
29733,Brunei,2001,1.16,Oil,Reserves,21.43844256043103,24.868593370099994
29734,China,2001,15.411500000000002,Oil,Reserves,21.43844256043103,330.3985575200829
29735,India,2001,5.513466,Oil,Reserves,21.43844256043103,118.20012414988945
29736,Indonesia,2001,5.1,Oil,Reserves,21.43844256043103,109.33605705819825
29737,Malaysia,2001,2.65221,Oil,Reserves,21.43844256043103,56.85925174320079
29738,Thailand,2001,0.5840000000000001,Oil,Reserves,21.43844256043103,12.520050455291724
29739,Vietnam,2001,2.2,Oil,Reserves,21.43844256043103,47.164573632948276
29740,Other Asia Pacific,2001,1.2469996666666667,Oil,Reserves,21.43844256043103,26.73373072670998
29741,Total Asia Pacific,2001,38.82454653282047,Oil,Reserves,21.43844256043103,832.3378107786534
29742,Total World,2001,1307.2038048080642,Oil,Reserves,21.43844256043103,28024.413684154584
29743,                 Non-OECD,2001,1045.9600518686502,Oil,Reserves,21.43844256043103,22423.75449249152
29744,                 OPEC,2001,839.0979130000001,Oil,Reserves,21.43844256043103,17988.952410428057
29745,                 Non-OPEC ,2001,468.1058918080639,Oil,Reserves,21.43844256043103,10035.461273726522
29746,                 European Union#,2001,4.047782395,Oil,Reserves,21.43844256043103,86.77815038115766
29747,Canadian Oil Sands: Total,2001,174.6554647352268,Oil,Reserves,21.43844256043103,3744.341148591547
29748,Venezuela: Orinoco Belt,2001,0,Oil,Reserves,21.43844256043103,0
29749,Canada,2002,180.4000054958817,Oil,Reserves,21.18737841501959,3822.2031825128593
29750,Mexico,2002,22.41904,Oil,Reserves,21.18737841501959,475.00068418146077
29751,US,2002,30.671000000000003,Oil,Reserves,21.18737841501959,649.8380833670659
29752,Total North America,2002,233.4900454958817,Oil,Reserves,21.18737841501959,4947.041950061386
29753,Argentina,2002,2.8205083828109365,Oil,Reserves,21.18737841501959,59.75917842935025
29754,Brazil,2002,9.804286525651396,Oil,Reserves,21.18737841501959,207.7271287082538
29755,Colombia,2002,1.6317000000000002,Oil,Reserves,21.18737841501959,34.57144535978747
29756,Ecuador,2002,3.7313389013024914,Oil,Reserves,21.18737841501959,79.05728929657933
29757,Peru,2002,0.9528910000000002,Oil,Reserves,21.18737841501959,20.189262205266438
29758,Trinidad & Tobago,2002,1.1250700000000002,Oil,Reserves,21.18737841501959,23.837283833386095
29759,Venezuela,2002,77.30699999999999,Oil,Reserves,21.18737841501959,1637.9326631299193
29760,Other S. & Cent. America,2002,1.626,Oil,Reserves,21.18737841501959,34.45067730282185
29761,Total S. & Cent. America,2002,98.99879481,Oil,Reserves,21.18737841501959,2097.5249282653645
29762,Denmark,2002,1.276831581,Oil,Reserves,21.18737841501959,27.05271387892758
29763,Italy,2002,0.5540962140000001,Oil,Reserves,21.18737841501959,11.739846164347679
29764,Norway,2002,10.44816823,Oil,Reserves,21.18737841501959,221.36929399399287
29765,Romania,2002,0.5081,Oil,Reserves,21.18737841501959,10.765306972671453
29766,United Kingdom,2002,4.4625,Oil,Reserves,21.18737841501959,94.54867617702493
29767,Other Europe,2002,1.97519154,Oil,Reserves,21.18737841501959,41.84913060495179
29768,Total Europe,2002,19.224887563397957,Oil,Reserves,21.18737841501959,407.32496779191644
29769,Azerbaijan,2002,7,Oil,Reserves,21.18737841501959,148.31164890513713
29770,Kazakhstan,2002,5.4,Oil,Reserves,21.18737841501959,114.4118434411058
29771,Russian Federation,2002,109.6772506,Oil,Reserves,21.18737841501959,2323.7734119811344
29772,Turkmenistan,2002,0.546,Oil,Reserves,21.18737841501959,11.568308614600697
29773,Uzbekistan,2002,0.594,Oil,Reserves,21.18737841501959,12.585302778521637
29774,Other CIS,2002,0.25,Oil,Reserves,21.18737841501959,5.296844603754898
29775,Total CIS,2002,123.4672506,Oil,Reserves,21.18737841501959,2615.9473603242545
29776,Iran,2002,130.69,Oil,Reserves,21.18737841501959,2768.9784850589103
29777,Iraq,2002,115,Oil,Reserves,21.18737841501959,2436.548517727253
29778,Kuwait,2002,96.5,Oil,Reserves,21.18737841501959,2044.5820170493905
29779,Oman,2002,5.706000000000001,Oil,Reserves,21.18737841501959,120.89518123610182
29780,Qatar,2002,27.5956,Oil,Reserves,21.18737841501959,584.6784197895147
29781,Saudi Arabia,2002,262.79,Oil,Reserves,21.18737841501959,5567.831173682999
29782,Syria,2002,2.28,Oil,Reserves,21.18737841501959,48.307222786244665
29783,United Arab Emirates,2002,97.8,Oil,Reserves,21.18737841501959,2072.125608988916
29784,Yemen,2002,2.855,Oil,Reserves,21.18737841501959,60.48996537488093
29785,Other Middle East,2002,0.1292599999999999,Oil,Reserves,21.18737841501959,2.738680534
29786,Total Middle East,2002,741.34586,Oil,Reserves,21.18737841501959,15707.175272228136
29787,Algeria,2002,11.314,Oil,Reserves,21.18737841501959,239.71399938753166
29788,Angola,2002,8.9,Oil,Reserves,21.18737841501959,188.56766789367435
29789,Chad,2002,0.9000000000000001,Oil,Reserves,21.18737841501959,19.068640573517634
29790,Republic of Congo,2002,1.515,Oil,Reserves,21.18737841501959,32.09887829875468
29791,Egypt,2002,3.525,Oil,Reserves,21.18737841501959,74.68550891294406
29792,Equatorial Guinea,2002,1.095,Oil,Reserves,21.18737841501959,23.200179364446452
29793,Gabon,2002,2.37,Oil,Reserves,21.18737841501959,50.214086843596434
29794,Libya,2002,36,Oil,Reserves,21.18737841501959,762.7456229407053
29795,Nigeria,2002,34.349,Oil,Reserves,21.18737841501959,727.7652611775079
29796,Sudan,2002,0.5629999999999998,Oil,Reserves,21.18737841501959,11.928494047656026
29797,Tunisia,2002,0.5010000000000001,Oil,Reserves,21.18737841501959,10.614876585924817
29798,Other Africa,2002,0.569438,Oil,Reserves,21.18737841501959,12.064898389891926
29799,Total Africa,2002,101.601438,Oil,Reserves,21.18737841501959,2152.668114416151
29800,Australia,2002,4.572692411,Oil,Reserves,21.18737841501959,96.88336448266183
29801,Brunei,2002,1.1,Oil,Reserves,21.18737841501959,23.306116256521552
29802,China,2002,15.5087,Oil,Reserves,21.18737841501959,328.58869562501434
29803,India,2002,5.5763415,Oil,Reserves,21.18737841501959,118.14805753187797
29804,Indonesia,2002,4.72,Oil,Reserves,21.18737841501959,100.00442611889247
29805,Malaysia,2002,2.85285,Oil,Reserves,21.18737841501959,60.44441251128864
29806,Thailand,2002,0.6919999999999998,Oil,Reserves,21.18737841501959,14.661665863193553
29807,Vietnam,2002,2.8120000000000003,Oil,Reserves,21.18737841501959,59.5789081
29808,Other Asia Pacific,2002,1.11395,Oil,Reserves,21.18737841501959,23.601680185411073
29809,Total Asia Pacific,2002,38.94853391077895,Oil,Reserves,21.18737841501959,825.2173266778965
29810,Total World,2002,1357.0768103798237,Oil,Reserves,21.18737841501959,28752.89991976511
29811,                 Non-OECD,2002,1099.2870352491643,Oil,Reserves,21.18737841501959,23291.010402549025
29812,                 OPEC,2002,875.6300000000001,Oil,Reserves,21.18737841501959,18552.304161543605
29813,                 Non-OPEC ,2002,481.4468103798233,Oil,Reserves,21.18737841501959,10200.595758221498
29814,                 European Union#,2002,3.325219335,Oil,Reserves,21.18737841501959,70.45268036844413
29815,Canadian Oil Sands: Total,2002,174.3535538,Oil,Reserves,21.18737841501959,3694.094722777697
29816,Venezuela: Orinoco Belt,2002,0,Oil,Reserves,21.18737841501959,0
29817,Canada,2003,179.90294691203823,Oil,Reserves,23.47802389850194,4223.765687
29818,Mexico,2003,15.12356,Oil,Reserves,23.47802389850194,355.0713031
29819,US,2003,29.35,Oil,Reserves,23.47802389850194,689.0800014
29820,Total North America,2003,224.37650691203825,Oil,Reserves,23.47802389850194,5267.916992
29821,Argentina,2003,2.674509296,Oil,Reserves,23.47802389850194,62.79219316413767
29822,Brazil,2003,10.601589225352566,Oil,Reserves,23.47802389850194,248.90436519492823
29823,Colombia,2003,1.5423999999999998,Oil,Reserves,23.47802389850194,36.21250406104939
29824,Ecuador,2003,3.725910237055969,Oil,Reserves,23.47802389850194,87.47700958927307
29825,Peru,2003,0.929553,Oil,Reserves,23.47802389850194,21.824067548924173
29826,Trinidad & Tobago,2003,0.8910699999999999,Oil,Reserves,23.47802389850194,20.920562755238123
29827,Venezuela,2003,77.22600000000001,Oil,Reserves,23.47802389850194,1813.1138735857112
29828,Other S. & Cent. America,2003,1.4728090000000005,Oil,Reserves,23.47802389850194,34.578644899928754
29829,Total S. & Cent. America,2003,99.06384075823324,Oil,Reserves,23.47802389850194,2325.823220799191
29830,Denmark,2003,1.276831581,Oil,Reserves,23.47802389850194,29.97748237311641
29831,Italy,2003,0.505109646,Oil,Reserves,23.47802389850194,11.858976340151855
29832,Norway,2003,10.14906939428145,Oil,Reserves,23.47802389850194,238.2800937864945
29833,Romania,2003,0.4938,Oil,Reserves,23.47802389850194,11.593448201080259
29834,United Kingdom,2003,4.2825,Oil,Reserves,23.47802389850194,100.54463734533456
29835,Other Europe,2003,2.087590713536561,Oil,Reserves,23.47802389850194,49.01250466
29836,Total Europe,2003,18.79490133481956,Oil,Reserves,23.47802389850194,441.26714270887965
29837,Azerbaijan,2003,7,Oil,Reserves,23.47802389850194,164.3461672895136
29838,Kazakhstan,2003,8.999999999999998,Oil,Reserves,23.47802389850194,211.30221508651744
29839,Russian Federation,2003,107.766699,Oil,Reserves,23.47802389850194,2530.1491345846653
29840,Turkmenistan,2003,0.546,Oil,Reserves,23.47802389850194,12.819001048582061
29841,Uzbekistan,2003,0.594,Oil,Reserves,23.47802389850194,13.945946195710153
29842,Other CIS,2003,0.25,Oil,Reserves,23.47802389850194,5.869505974625485
29843,Total CIS,2003,125.156699,Oil,Reserves,23.47802389850194,2938.431970179614
29844,Iran,2003,133.25,Oil,Reserves,23.47802389850194,3128.446684475384
29845,Iraq,2003,115,Oil,Reserves,23.47802389850194,2699.9727483277234
29846,Kuwait,2003,99,Oil,Reserves,23.47802389850194,2324.324365951692
29847,Oman,2003,5.572,Oil,Reserves,23.47802389850194,130.81954916245283
29848,Qatar,2003,27.0157,Oil,Reserves,23.47802389850194,634.2752502347589
29849,Saudi Arabia,2003,262.7300000000001,Oil,Reserves,23.47802389850194,6168.381218853417
29850,Syria,2003,2.395,Oil,Reserves,23.47802389850194,56.22986723691215
29851,United Arab Emirates,2003,97.8,Oil,Reserves,23.47802389850194,2296.150737
29852,Yemen,2003,2.85,Oil,Reserves,23.47802389850194,66.91236811073054
29853,Other Middle East,2003,0.1293399999999999,Oil,Reserves,23.47802389850194,3.036647611032239
29854,Total Middle East,2003,745.74204,Oil,Reserves,23.47802389850194,17508.54943723759
29855,Algeria,2003,11.800000000000002,Oil,Reserves,23.47802389850194,277.04068200232297
29856,Angola,2003,8.801,Oil,Reserves,23.47802389850194,206.63008833071558
29857,Chad,2003,0.9000000000000001,Oil,Reserves,23.47802389850194,21.13022150865175
29858,Republic of Congo,2003,1.785,Oil,Reserves,23.47802389850194,41.908272658825965
29859,Egypt,2003,3.525,Oil,Reserves,23.47802389850194,82.76003424221935
29860,Equatorial Guinea,2003,1.28,Oil,Reserves,23.47802389850194,30.051870590082487
29861,Gabon,2003,2.285,Oil,Reserves,23.47802389850194,53.64728460807694
29862,Libya,2003,39.126,Oil,Reserves,23.47802389850194,918.6011630527869
29863,Nigeria,2003,35.255,Oil,Reserves,23.47802389850194,827.7177325
29864,Sudan,2003,0.5629999999999998,Oil,Reserves,23.47802389850194,13.218127454856589
29865,Tunisia,2003,0.6498999999999999,Oil,Reserves,23.47802389850194,15.25836773163641
29866,Other Africa,2003,0.5544380000000001,Oil,Reserves,23.47802389850194,13.017108614237621
29867,Total Africa,2003,106.52433800000004,Oil,Reserves,23.47802389850194,2500.9809533360994
29868,Australia,2003,3.749437951948656,Oil,Reserves,23.47802389850194,88.02939384180071
29869,Brunei,2003,1.0499999999999998,Oil,Reserves,23.47802389850194,24.651925093427035
29870,China,2003,15.4757,Oil,Reserves,23.47802389850194,363.33885444604647
29871,India,2003,5.7311583,Oil,Reserves,23.47802389850194,134.55627153349775
29872,Indonesia,2003,4.73,Oil,Reserves,23.47802389850194,111.0510530399142
